"Occurrences","Lexeme","Part of speech","Gloss"
4,"mamona","noun","mammon; penge"
1,"Manaen","proper_noun","Manaen"
3,"Manasses","proper_noun","Manasse"
1,"mancipium","noun","slave"
40,"mandatum","noun","pålæg"
8,"mando","verb","overgiver"
142,"manduco","verb","tygger"
12,"mane","adverb","om morgen"
1,"mane","noun","morgen"
82,"maneo","verb","bliver; forbliver"
1,"manico","verb","kommer til om morgenen"
2,"manifestatio","noun","åbenbaring"
4,"manifeste","adverb","åbenbart"
32,"manifesto","verb","viser tydeligt"
18,"manifestus","adjective","tydelig"
4,"manna","noun","manne"
2,"mansio","noun","hvilested"
4,"mansuetudo","noun","mildhed"
1,"mansuetus","adjective","mild"
6,"manufactus","adjective","lavet i hånden"
166,"manus","noun","gave"
1,"maranatha","foreign_word","Marana ta"
6,"Marcus","proper_noun","Markus"
90,"mare","noun","hav"
8,"margarita","noun","perle"
55,"Maria","proper_noun","Maria"
2,"maritimus","adjective","hav-; sø-"
1,"marmor","noun","marmor"
13,"Martha","proper_noun","Martha"
1,"martyr","noun","martyr"
1,"masculinus","adjective","mandlig"
9,"masculus","adjective","mandlig"
4,"massa","noun","klump"
82,"mater","noun","mor"
1,"Mathusala","proper_noun","Metusalem"
2,"matrimonium","noun","ægteskab"
2,"Matthan","proper_noun","Mattan"
2,"Matthat","proper_noun","Mattat"
1,"Matthata","proper_noun","Mattata"
2,"Matthathias","proper_noun","Mattathias"
5,"Mattheus","proper_noun","Matthæus"
2,"Matthiam","proper_noun","Matthias"
1,"mature","adverb","modent"
1,"maturus","adjective","moden"
2,"matutinus","adjective","morgen-"
2,"maxilla","noun","kæbe"
1,"Medi","noun","meder"
2,"mediator","noun","formidler"
1,"medica","noun","læge"
5,"medicus","noun","læge"
1,"medio","verb","midt"
1,"meditor","verb","gennemtænker"
1,"medium","noun","midten"
64,"medius","adjective","midt"
5,"mel","noun","honning"
2,"Melchi","proper_noun","Melki"
1,"Melchisedech","proper_noun","Melkisedek"
1,"Melea","proper_noun","Melea"
1,"membrana","noun","tynd"
34,"membrum","noun","legeme"
3,"memini","verb","erindrer; husker"
1,"meminisse","verb","erindrer; husker"
6,"memor","adjective","huskende"
12,"memoria","noun","hukommelse"
2,"memoro","verb","omtaler"
8,"mendacium","noun","løgn"
1,"mendax","adjective","lyvende"
10,"mendax","noun","lyvende"
4,"mendico","verb","tigger"
3,"mendicus","adjective","fattig"
1,"Menna","proper_noun","Menna"
21,"mens","noun","forstand; hoved"
14,"mensa","noun","bord"
18,"mensis","noun","måned"
14,"mensura","noun","mål"
2,"menta","noun","krusemynte"
8,"mentior","verb","lyver"
3,"mercator","noun","købmand; handelsmand"
6,"mercennarius","noun","lejet"
25,"merces","noun","løn"
1,"mercor","verb","køber"
1,"Mercurius","proper_noun","Hermes; Merkur"
8,"meretrix","noun","skøge"
3,"mergo","verb","dykker ned"
1,"meridianus","adjective","middags-"
1,"merum","noun","ublandet vin"
2,"merx","noun","vare"
2,"Mesopotamia","proper_noun","Mesopotamien"
2,"Messias","proper_noun","Messias"
13,"messis","noun","høst"
2,"messor","noun","høstkarl"
59,"met","adverb","selv; egen"
11,"metior","verb","måler"
18,"meto","verb","høster"
1,"metreta","noun","metreta"
2,"metuo","verb","frygter"
5,"metus","noun","frygt"
526,"meus","possessive_pronoun","min"
3,"mica","noun","bid"
2,"Michael","proper_noun","Michael"
2,"migro","verb","vandrer"
26,"miles","noun","soldat"
3,"Miletus","proper_noun","Milet"
1,"Militene","proper_noun","Malta"
3,"militia","noun","krigstjeneste"
2,"milito","verb","gør krigstjeneste"
50,"mille","cardinal_numeral","1000: tusind"
2,"mille ducenti sexaginta","cardinal_numeral","1260"
1,"mille sescenti","cardinal_numeral","1600"
9,"mina","noun","mine"
3,"minae","noun","trusel"
45,"minister","noun","tjener"
25,"ministerium","noun","tjeneste"
5,"ministratio","noun","tjeneste"
1,"ministrator","noun","tjener"
34,"ministro","verb","betjener"
1,"mino","verb","driver væk"
1,"minoro","verb","formindsker"
2,"minuo","verb","formindsker"
2,"minutum","noun","småmønt"
7,"mirabilis","adjective","underlig"
40,"miror","verb","beundrer"
1,"mirus","adjective","forunderlig"
7,"misceo","verb","blander"
1,"miser","adjective","stakkels"
2,"miserabilis","adjective","ynkelig"
1,"miseratio","noun","medynk"
30,"misereor","verb","forbarmer mig "
31,"misericordia","noun","medlidenhed"
4,"misericors","adjective","barmhjertig"
2,"mitis","adjective","blød"
332,"mitto","verb","sender"
1,"mixtura","noun","blanding"
1,"Mnason","proper_noun","Mnason"
3,"modestia","noun","beskedenhed"
1,"modestus","adjective","beskeden"
31,"modicus","adjective","passende; tilstrækkelig"
3,"modius","noun","skæppe"
18,"modo","adverb","kun"
41,"modus","noun","måde"
12,"moechor","verb","bryder et ægteskab"
4,"mola","noun","møllesten"
2,"molaris","adjective","af møllesten"
5,"molestus","adjective","besværlig"
4,"mollis","adjective","blød"
2,"molo","verb","maler"
1,"Moloch","proper_noun","Molok"
1,"momentaneus","adjective","kort"
4,"momentum","noun","bevægelse"
4,"moneo","verb","minder"
58,"mons","noun","død"
1,"monstro","verb","viser"
2,"montanus","adjective","bjerg-"
46,"monumentum","noun","mindesmærke; tempel"
4,"mora","noun","ophold"
1,"mordeo","verb","bider"
118,"morior","verb","dør"
7,"moror","verb","tøver"
104,"mors","noun","død"
1,"mortalia","noun","dødelighed"
6,"mortalis","adjective","dødelig"
1,"mortiferus","adjective","dødbringende"
1,"mortificatio","noun","dræb"
4,"mortifico","verb","dræber"
106,"mortuus","adjective","død"
1,"morus","noun","morbærtræ"
6,"mos","noun","vilje"
68,"Moses","proper_noun","Moses"
2,"motus","noun","bevægelse"
20,"moveo","verb","bevæger"
1,"mox","adverb","straks"
133,"mulier","noun","kvinde"
1,"multiformis","adjective","mangeformet"
1,"multiloquium","noun","mange ord"
5,"multiplico","verb","mangfoldiggør"
30,"multitudo","noun","mængde"
11,"multo","adverb","meget"
25,"multum","adverb","meget"
355,"multus","adjective","meget"
23,"mundo","verb","gør ren"
19,"mundus","adjective","ren"
143,"mundus","noun","verden"
1,"municeps","noun","borger"
1,"munio","verb","murer"
1,"munitio","noun","forsvarsværk"
9,"munus","noun","hverv"
2,"murmur","noun","mumlen"
1,"murmuratio","noun","mumlen"
10,"murmuro","verb","mumler"
2,"murra","noun","myrratræ"
1,"murratus","adjective","krydret med myrra"
8,"murus","noun","mur"
1,"musicus","adjective","musikalsk"
1,"mustum","noun","ung vin"
3,"muto","verb","bevæger"
1,"mutuor","verb","låner"
14,"mutus","adjective","stum"
2,"mutuus","adjective","lånt"
2,"Mysia","proper_noun","Mysien"
16,"mysterium","noun","hemmelighed"
1,"Mytilene","proper_noun","Mitylene"
3,"Naasson","proper_noun","Nakshon"
1,"Nachor","proper_noun","Nakor"
1,"Naggae","proper_noun","Naggaj"
1,"Naim","noun","Nain"
102,"nam","adverb","nemlig"
1,"Narcissus","proper_noun","Narcissus"
2,"nardus","noun","narde"
1,"narratio","noun","fortælling"
14,"narro","verb","fortæller"
40,"nascor","verb","fødes"
2,"natalis","noun","fødsels-"
2,"natatoria","noun","dam"
1,"Nathan","proper_noun","Natan"
6,"Nathanahel","proper_noun","Nathanael"
7,"natio","noun","fødsel"
2,"nativitas","noun","fødsel"
1,"nato","verb","svømmer"
2,"natu","adverb","af fødsel"
8,"natura","noun","natur"
3,"naturalis","adjective","kødelig"
2,"naturaliter","adverb","kødeligt"
1,"nauclerius","noun","skibsejer"
1,"naufragium","noun","skibbrud"
1,"Naum","proper_noun","Naum"
2,"nauta","noun","sømand"
17,"navicula","noun","båd; lille skib"
3,"navigatio","noun","sejlads; sørejse"
2,"navigium","noun","skib"
25,"navigo","verb","sejler"
52,"navis","noun","skib"
17,"Nazarenus","noun","fra Nazaret"
12,"Nazareth","proper_noun","Nazaret"
1,"Nazareus","noun","nazaræer"
322,"ne","adverb","ånd"
1,"ne","interrogative_adverb","visselig"
107,"ne","subjunction","for at ikke; så at ikke"
1,"Neapolis","proper_noun","Neapolis"
1,"necessario","adverb","nødvendigt"
14,"necessarius","adjective","nødvendig"
10,"necesse","adverb","nødvendigt"
13,"necessitas","noun","nødvendighed"
1,"neglego","verb","forsømmer"
30,"nego","verb","benægter"
2,"negotiatio","noun","handel"
2,"negotiator","noun","købmand; handelsmand."
2,"negotior","verb","driver handel"
5,"negotium","noun","handel"
1,"Neman","proper_noun","Neman"
127,"nemo","indefinite_pronoun","ingen"
2,"neo","verb","spinder"
1,"neomenia","noun","nymåne"
3,"Nepthalim","proper_noun","Naftali"
14,"nequam","adjective","slet"
2,"nequando","subjunction","aldrig"
5,"nequaquam","adverb","på ingen måde; ingenlunde"
37,"neque","adverb","og ikke; heller ikke"
3,"nequedum","adverb","og endnu ikke"
7,"nequitia","noun","slethed; uduelighed"
1,"Nereus","proper_noun","Nereus"
1,"Neri","proper_noun","Neri"
74,"nescio","verb","ved ikke"
1,"nex","noun","drab"
1,"nexus","noun","sammenknytning"
1,"Nicanor","proper_noun","Nikanor"
5,"Nicodemus","proper_noun","Nikodemus"
2,"Nicolaitae","noun","nikolaittere"
1,"Nicolaus","proper_noun","Nikolaos"
1,"Nicopolis","proper_noun","Nicopolis"
2,"nidus","noun","rede"
3,"niger","adjective","sort"
1,"Niger","proper_noun"," Niger"
90,"nihil","indefinite_pronoun","intet"
3,"nihilum","noun","intet"
1,"nimbus","noun","regn"
2,"nimis","adverb","alt for stor"
1,"nimius","adjective","alt for stor"
3,"Ninevitae","noun","indbyggere fra Nineve"
83,"nisi","adverb","hvis ikke"
37,"nisi","subjunction","hvis ikke"
4,"nix","noun","sne"
7,"nobilis","adjective","ædel"
15,"noceo","verb","sakder"
5,"Noe","proper_noun","Noe"
142,"nolo","verb","vil ikke"
214,"nomen","noun","navn"
1,"nominatim","adverb","med navns nævnelse"
6,"nomino","verb","nævner"
1,"nomisma","noun","mønt"
1697,"non","adverb","ikke"
4,"nonaginta","cardinal_numeral","90"
23,"nondum","adverb","endnu ikke"
57,"nonne","interrogative_adverb","mon ikke"
10,"nonus","ordinal_numeral","9.; niende"
462,"nos","personal_pronoun","vi; os"
51,"nosco","verb","ved ikke"
265,"noster","possessive_pronoun","vores"
2,"notitia","noun","bekendt"
1,"noto","verb","mærker"
30,"notus","adjective","kendt"
1,"novellus","adjective","ny; ung"
4,"novem","cardinal_numeral","9"
6,"novissime","adverb","sidst; yderst"
43,"novissimus","adjective","bagest"
3,"novitas","noun","nyhed"
47,"novus","adjective","ny"
67,"nox","noun","nat"
25,"nubes","noun","sky"
16,"nubo","verb","gifter"
3,"nuditas","noun","nøgenhed"
1,"nudius","adverb","dage siden"
1,"nudo","verb","blotter"
14,"nudus","adjective","nøgen"
25,"nullus","indefinite_pronoun","ingen"
2,"numero","verb","tæller"
19,"numerus","noun","antal"
5,"nummularius","adjective","pengemægler"
18,"numquam","adverb","aldrig"
70,"numquid","interrogative_adverb","vel ikke"
130,"nunc","adverb","nu"
30,"nuntio","verb","forkynder"
2,"nuntius","noun","bud"
1,"nuper","adverb","for nylig"
16,"nuptiae","noun","bryllup"
2,"nuptialis","adjective","bryllups-"
1,"nuptus","noun","gifter sig"
3,"nurus","noun","svigerdatter"
9,"nutrio","verb","ammer"
1,"nutrix","noun","amme"
16,"o","interjection","åh"
4,"ob","preposition","på grund af"
2,"obdormio","verb","falder i søvn"
3,"Obed","proper_noun","Obed"
1,"obeo","verb","går imøde"
3,"obicio","verb","kaster"
1,"obitus","noun","besøg"
1,"obiurgatio","noun","udskældning"
5,"oblatio","noun","offer"
1,"obligatio","noun","forpligtelse"
1,"oblivio","noun","glemmer"
3,"obliviscor","verb","glemmer"
4,"obmutesco","verb","bliver stum"
1,"obnoxius","adjective","strafskyldig"
6,"oboedientia","noun","lydighed"
25,"oboedio","verb","adlyder"
3,"oboeditio","noun","lydighed"
7,"obscuro","verb","gør mørk"
7,"obsecratio","noun","bønfaldelse"
21,"obsecro","verb","bønfalder"
7,"obsequium","noun","føjelighed"
2,"observatio","noun","iagttagels"
9,"observo","verb","passer på"
4,"obstipesco","verb","bliver følelsesløs"
1,"obstruo","verb","bygger op foran"
1,"obstupesco","verb","bliver følelsesløs"
1,"obtentus","noun","påskud"
1,"obtineo","verb","besidder"
1,"obtundo","verb","døver"
5,"obumbro","verb","formørker"
6,"obviam","preposition","i møde"
2,"obvio","verb","kommer i møde"
1,"obvius","adjective","kommende i møde"
1,"occaeco","verb","blænder"
8,"occasio","noun","lejlighed"
2,"occasus","noun","nedgang"
3,"occidens","noun","nedgående"
80,"occido I","verb","myrder; dræber"
3,"occido II","verb","går ned"
2,"occisio","noun","nedsabling"
2,"occulte","adverb","skjult"
1,"occulto","verb","skjuler"
11,"occultus","adjective","skjult"
2,"occupo","verb","besætter"
14,"occurro","verb","løber imøde"
5,"octavus","ordinal_numeral","8.; ottende"
9,"octo","cardinal_numeral","8; otte"
1,"octoginta","cardinal_numeral","80"
1,"octoginta quattuor","cardinal_numeral","84"
97,"oculus","noun","øje"
21,"odi","verb","hader"
2,"odibilis","adjective","hadefuld"
1,"odio","verb","hader"
12,"odium","noun","had"
7,"odor","noun","lugt"
2,"odoramentum","noun","røgelse"
1,"odoratus","noun","vellugtende"
6,"offendiculum","noun","hindring"
8,"offendo","verb","støder"
1,"offensa","noun","anstød"
4,"offensio","noun","anstød"
30,"offero","verb","tilbyder"
2,"officium","noun","pligt"
1,"offoco","verb","kvæler"
2,"oleaster","noun","vildt olietr"
10,"oleum","noun","olie"
4,"olim","adverb","engang"
8,"oliva","noun","oliven"
7,"olivetum","noun","olivenskov"
1,"Olivetum","proper_noun","Oliebjerget"
1,"Olympias","proper_noun","Olympas"
3,"omega","noun","omega"
2,"omitto","verb","slipper"
6,"omnino","adverb","ganske"
10,"omnipotens","adjective","almægtig"
26,"omnis","adjective","al; hel"
1039,"omnis","indefinite_pronoun","al; hel"
3,"onero","verb","belæsser"
1,"onerosus","adjective","tung"
1,"Onesiforus","proper_noun","Onesiforos"
1,"Onesimus","proper_noun","Onesimos"
10,"onus","noun","byrde"
5,"opera","noun","værk"
12,"operarius","noun","arbejder"
9,"operatio","noun","virkning"
8,"operio","verb","tildækker"
63,"operor","verb","arbejder med"
2,"opertus","adjective","bedækker"
1,"opifex","noun","håndværker"
3,"opinio","noun","tro; forventning"
1,"opitulatio","noun","nådegave"
92,"oportet","verb","det passer sig"
2,"opportune","adverb","bekvemt"
2,"opportunitas","noun","bekvemhed"
2,"opportunus","adjective","bekvem"
2,"opprimo","verb","trykker ned"
1,"opprobrium","noun","forhånelse"
2,"opto","verb","ønsker"
129,"opus","noun","værk"
34,"oratio","noun","tale"
1,"orator","noun","taler"
13,"orbis","noun","kreds"
1,"ordinatio","noun","anordning"
7,"ordino","verb","ordner"
6,"ordo","noun","rad"
2,"orichalcum","noun","messing"
7,"oriens","noun","opgående"
1,"origo","noun","oprindelse"
8,"orior","verb","står op"
6,"orno","verb","udruster"
81,"oro","verb","beder"
1,"orphanus","noun","faderløse"
2,"ortus","noun","opgang"
69,"os I","noun","mund"
4,"os II","noun","ben; knogle"
6,"osanna","interjection","Hosianna"
9,"osculor","verb","kysser"
6,"osculum","noun","lille mund"
1,"Osee","proper_noun","Hoseas"
49,"ostendo","verb","viser"
5,"ostensio","noun","fremtrædelse"
1,"ostiaria","noun","dørskat"
1,"ostiarius","adjective","dørvogter-; portner-"
1,"ostiarius","noun","dørvogter; portner"
23,"ostium","noun","indgang"
3,"otiosus","adjective","fri; rolig"
3,"ovile","noun","fårestald"
38,"ovis","noun","får"
1,"ovum","noun","æg"
2,"Ozias","proper_noun","Uzzija"
1,"pacificor","verb","forsoner"
1,"pacificus","adjective","fredsstiftende; fredsmæglende"
1,"paciscor","verb","lover"
3,"paedagogus","noun","slaveledsager"
2,"paene","adverb","næsten"
50,"paenitentia","noun","fortrydelse; anger"
7,"paeniteo","verb","stråler frem"
1,"paenula","noun","overklædning"
14,"palam","adverb","åbenlyst"
2,"palea","noun","avner"
1,"pallidus","adjective","bleg"
1,"pallium","noun","kappe"
3,"palma","noun","flad hånd"
4,"palmes","noun","gren"
1,"palpo","verb","stryger"
1,"Pamphylia","noun","Pamfylien"
4,"Pamphylia","proper_noun","Pamfylien"
99,"panis","noun","brød"
4,"pannus","noun","stykke tøj"
2,"Paphos","proper_noun","Pafos"
1,"par","adjective","lig"
1,"par","noun","ligemand"
40,"parabola","noun","lignelse"
4,"paracletus","noun","hjælper"
3,"paradisus","noun","Paradis"
14,"paralyticus","noun","lam"
6,"parasceve","noun","forberedelsesdagen"
9,"paratus","adjective","beredt"
2,"parce","adverb","sparsomt"
7,"parco","verb","sparer på"
1,"pardus","noun","hanpanter"
18,"parens","noun","fader"
11,"pareo","verb","retter mig efter"
2,"paries","noun","væg"
17,"pario","verb","føder"
3,"pariter","adverb","i lige grad"
1,"Parmena","proper_noun","Parmena"
42,"paro","verb","bereder"
3,"paropsis","noun","assiet"
64,"pars","noun","del"
1,"Parthus","noun","parthere"
10,"particeps","noun","delagtig"
2,"participatio","noun","meddelelse"
3,"participo","verb","meddeler"
1,"partior","verb","føder"
4,"parturio","verb","skal til at føde"
6,"parum","adverb","for lidt"
22,"parvulus","adjective","meget lille"
28,"parvus","adjective","lille"
28,"pascha","noun","påske"
15,"pasco","verb","vogter"
1,"pascor","verb","fører på græs"
1,"pascuum","noun","græsgang"
4,"passer","noun","spurv"
1,"passibilis","adjective","lidende"
11,"passio","noun","lidelse"
4,"passus","noun","skridt"
1,"pastino","verb","planter"
16,"pastor","noun","hyrde"
1,"Patara","proper_noun","Patara"
2,"patefacio","verb","åbner"
2,"pateo","verb","er åben"
394,"pater","noun","far; fader"
1,"paternitas","noun","fædrenehus"
2,"paternus","adjective"," fædrene-"
1,"patiens","adjective","tålmodig"
1,"patienter","adverb","tålmodigt"
26,"patientia","noun","lidelse"
50,"patior","verb","lider"
1,"Patmos","proper_noun","Patmos"
7,"patria","noun","fædreland"
4,"patriarcha","noun","patriark"
1,"patrius","adjective","fædrene"
1,"Patrobas","proper_noun","Patrobas"
16,"paucus","adjective","lidt; få"
1,"paul(l)ulum","adverb","lidt"
150,"Paulus","proper_noun","Paulus"
24,"pauper","adjective","lidt"
1,"pauperculus","adjective","fattig"
2,"paupertas","noun","fattigdom"
1,"paveo","verb","frygter"
2,"pavor","noun","frygt"
80,"pax","noun","fred"
38,"peccator","noun","synder"
3,"peccatrix","noun","synderinde"
118,"peccatum","noun","synd"
31,"pecco","verb","fejler; synder"
5,"pectus","noun","bryst"
18,"pecunia","noun","penge"
2,"pecus","noun","kvæg"
1,"pedes","noun","fodgænger"
2,"pedester","adjective","til fods"
1,"peiero","verb"," sværger falsk"
1,"pelagus","noun","hav"
2,"pellicius","adjective","af læder"
1,"pelvis","noun","bækken"
2,"pendeo","verb","hænger"
1,"pendo","verb","vejer"
1,"penes","preposition","hos"
1,"penetrabilis","adjective","gennemtrængelig"
1,"penna","noun","fjer"
3,"pentecoste","noun","pinsedagen"
3,"penuria","noun","mangel"
382,"per","preposition","gennem; igennem"
6,"pera","noun","pose"
1,"perago","verb","driver "
1,"peragro","verb","gennemvandrer"
9,"perambulo","verb","taler i lignelse"
5,"percipio","verb","optager i mig"
1,"percurro","verb","løber igennem"
1,"percussor","noun","morder"
31,"percutio","verb","slår"
7,"perditio","noun","fortabelse"
41,"perdo","verb","taber"
11,"perduco","verb","fører igennem"
1,"perduro","verb","holder ud"
5,"peregre","adverb","udenlands"
1,"peregrinatio","noun","ophold i udlandet"
2,"peregrinor","verb"," rejser i udlandet"
3,"peregrinus","noun","fremmed"
44,"pereo","verb","går tabt"
15,"perfectus","adjective","fuldendt"
2,"perfero","verb","bærer frem"
20,"perficio","verb","gør færdig"
2,"perfodio","verb","gennemgraver"
2,"Pergamum","proper_noun","Pergamon"
3,"Perge","proper_noun","Perge"
2,"pergo","verb","styrer"
40,"perhibeo","verb","forbyrder"
4,"periclitor","verb","prøvr"
1,"periculosus","adjective","farlig"
10,"periculum","noun","fare"
1,"peripsema","noun","affald"
8,"peritus","adjective","erfaren"
1,"perlucidus","adjective","gennemsigtig"
19,"permaneo","verb","forbliver"
1,"permissus","noun","tilladelse"
19,"permitto","verb","lader gå "
1,"permundo","verb","renser helt"
1,"pernocto","verb","overnatter"
1,"perperam","adverb","urigtigt; falsk"
1,"perpetior","verb","udholder"
13,"persecutio","noun","forfølgelse"
28,"persequor","verb","forfølger"
8,"persevero","verb","vedbliver"
1,"Persida","proper_noun","Persis"
8,"persona","noun","maske"
2,"perspicio","verb","ser igennem"
4,"persuadeo","verb","overtaler helt"
1,"persuasibilis","adjective","overtalig"
1,"persuasio","noun","overtalelse"
4,"pertineo","verb","strækker mig"
2,"pertingo","verb","strækker mig"
12,"pertranseo","verb","gennemtrænger"
12,"pervenio","verb","kommer igennem"
3,"perversus","adjective","fordrejet"
1,"perverto","verb","omstyrter"
86,"pes","noun","fod"
1,"pestifer","adjective","fordærvelig"
2,"pestilentia","noun","smitsom sygdom"
2,"petitio","noun","angreb"
50,"peto","verb","søger"
15,"petra","noun","klippe"
4,"petrosa","noun","stenet sted"
154,"Petrus","proper_noun","Peter"
1,"Phalec","proper_noun","Peleg"
1,"Phanuhel","proper_noun","Fanuel"
4,"Pharao","proper_noun","Fareo"
3,"Phares","proper_noun","Peres"
100,"Pharisaeus","noun","farisæ"
2,"Philadelphia","proper_noun","Filadelfia"
1,"Philemon","proper_noun","Filemon"
1,"Philippensis","adjective","filipper"
3,"Philippi","proper_noun","Filippi"
36,"Philippus","proper_noun","Filip"
1,"philosophia","noun","filosofi"
1,"philosophus","noun","filosof"
1,"Phoebe","proper_noun","Kenkreæ"
1,"Phoenix","proper_noun","Fønix"
3,"Phrygia","proper_noun","Pamfylien"
1,"phylacterium","noun","amulet"
3,"pietas","noun","fromhed; gudsfrygt"
4,"piger","adjective","doven"
3,"pignus","noun","pant"
1,"pigritor","verb","er doven"
54,"Pilatus","proper_noun","Pilatus"
2,"pilus","noun","hår"
1,"pinguido","noun","saft"
1,"pinguis","adjective","fed"
1,"pinna","noun","fjer"
1,"pinnaculum","noun","tinde"
5,"piscator","noun","fisker"
2,"pisciculus","noun","lille fisk"
2,"piscina","noun","dam"
25,"piscis","noun","fisk"
1,"piscor","verb","fikser"
2,"Pisidia","proper_noun","Pisidien"
1,"pisticus","adjective","ren"
1,"pius","adjective","from"
36,"placeo","verb","behager"
1,"placitus","adjective","fredelig"
25,"plaga","noun","egn"
1,"planctus","noun","jamrem; klage"
6,"plango","verb","slår"
1,"planta","noun","skud"
1,"plantatio","noun","plantning"
9,"planto","verb","plante"
1,"planus","adjective","fuld"
10,"platea","noun","gade"
39,"plebs","noun","folk"
3,"plecto","verb","straffer"
1,"plene","adverb","helt"
15,"plenitudo","noun","hul"
38,"plenus","adjective","fuld"
1,"plico","verb","folder"
1,"ploratus","noun","klageråb"
11,"ploro","verb","klager"
3,"pluo","verb","regner"
3,"pluvia","noun","regn"
2,"poculum","noun","bæger"
1,"poderes","noun","fodlang dragt "
3,"poena","noun","straf"
1,"poeta","noun","digter"
1,"polliceor","verb","lover"
1,"polluo","verb","besudler"
1,"pomum","noun","træfrugt"
3,"pondus","noun","vægt"
118,"pono","verb","sætter"
1,"Ponticus","adjective","fra Pontus"
20,"pontifex","noun","ypperstepræst"
3,"Pontius","proper_noun","Pontius"
1,"Pontus","proper_noun","Pontus"
107,"populus","noun","folk"
1,"Porcius","proper_noun","Porcius"
12,"porcus","noun","svin"
5,"porrigo","verb","rækker ud"
5,"porro","adverb","fremad"
23,"porta","noun","dør"
1,"portentum","noun","jærtegn"
4,"porticus","noun","søjlegang"
1,"portio","noun","del"
28,"porto","verb","bærer"
3,"portus","noun","havn"
2,"posco","verb","fordrer"
5,"possessio","noun","besiddelse"
1,"possessor","noun","besidder"
7,"possibilis","adjective","mulig"
20,"possideo","verb","ejer"
4,"possido","verb","tager i besiddelse"
218,"possum","verb","kan"
105,"post","preposition","efter"
8,"postea","adverb","senere"
3,"posteaquam","subjunction","efterat"
5,"posterus","adjective","følgende"
24,"postquam","subjunction","efter at"
10,"postulo","verb","kræver"
1,"potator","noun","dranker"
15,"potens","adjective","mægtig"
4,"potentia","noun","magt"
104,"potestas","noun","magt"
1,"potiono","verb","giver at drikke"
1,"potis","adjective","i stand til"
6,"potius","adverb","snarere"
2,"poto","verb","drikker"
10,"potus","noun","drik"
19,"prae","preposition","foran"
5,"praebeo","verb","rækker hen"
15,"praecedo","verb","går foran"
1,"praecello","verb","rager frem"
2,"praeceps","noun","leder"
7,"praeceptor","noun","lærer"
13,"praeceptum","noun","regel"
1,"praecessor","noun","leder"
8,"praecingo","verb","ombælter"
51,"praecipio","verb","anviser"
2,"praecipito","verb","nedstyrter hovedkulds"
1,"praecipua","noun","ejendommelighed"
1,"praecogito","verb","betænker i forvejen"
2,"praecurro","verb","løber i forvejen"
6,"praedestino","verb"," bestemmer forud"
8,"praedicatio","noun","omtale"
69,"praedico I","verb","prædiker"
13,"praedico II","verb","siger i forvejen"
2,"praedium","noun","ejendom"
3,"praeeo","verb","for foran"
1,"praefinio","verb","bestemmer"
1,"praefinitio","noun","gennemfører"
4,"praegnas","adjective","fødende"
1,"praegredior","verb","går foran"
1,"praemeditor","verb","tænker i forvejen"
1,"praemitto","verb","sender foran"
1,"praemoneo","verb","underretter i forvejen om"
2,"praenuntio","verb","forkynder"
3,"praeordino","verb","udvælger i forvejen"
1,"praeparatio","noun","forberedelse"
15,"praeparo","verb","forbereder"
2,"praepositus","noun","leder"
18,"praeputium","noun","forhud"
1,"praescientia","noun","forudviden"
3,"praescio","verb","forudanende"
1,"praescribo","verb","skriver foran"
15,"praesens","adjective","nærværende"
3,"praesentia","noun","nærværelse"
4,"praesepium","noun","krubbe"
20,"praeses","noun","beskytter"
1,"praesto","adverb","står foran"
11,"praesto","verb","er tilstede"
4,"praesum","verb","forestår"
1,"praesumo","verb","forestår"
9,"praeter","preposition","tager i forvejen"
23,"praetereo","verb","forbigår"
1,"praetergredior","verb","går forbi"
1,"praeteritus","adjective","forbigået"
2,"praeterquam","adverb","undtagen"
8,"praetorium","noun","embedsbolig"
1,"praevaleo","verb","er mægtigere"
3,"praevaricatio","noun","pligtovertrædelse"
3,"praevaricator","noun","pligtovertræder"
1,"praevaricor","verb","går skævt"
8,"praevenio","verb","kommer foran"
3,"prandeo","verb","spiser frokost"
3,"prandium","noun","ejendom"
3,"pravus","adjective","skæv"
1,"precor","verb","beder"
1,"premo","verb","trykker"
3,"pr(eh)endo","verb","griber"
3,"presbyter","noun","ældste"
5,"pressura","noun","nød"
14,"pretiosus","adjective","kostbar"
11,"pretium","noun","pris"
1,"primatus","noun","forrang"
6,"primitiae","noun","førstegrøde af korn"
1,"primitivus","adjective","oprindelig"
3,"primo","adverb","først"
6,"primogenitus","adjective","førstefødt"
35,"primum","adverb","først"
82,"primus","ordinal_numeral","først"
2,"princeps","adjective","først"
115,"princeps","noun","leder"
1,"principalis","adjective","første; hoved-"
7,"principatus","noun","forrangen"
9,"principium","noun","begyndelse"
1,"principor","verb","hekser over"
14,"prior","adjective","tidligere"
3,"Prisca","proper_noun","Priska"
3,"Priscilla","proper_noun","Priskilla"
1,"pristinus","adjective","forrige"
16,"prius","adverb","først"
13,"priusquam","subjunction","førend"
150,"pro","preposition","foran"
1,"probaticus","adjective","Fåreporten"
3,"probatio","noun","prøvelse"
25,"probo","verb","godkender"
1,"probus","adjective","dygtig"
29,"procedo","verb","går frem"
3,"procella","noun","storm"
1,"Prochorus","proper_noun","Prokoros"
17,"procido","verb","falder ned"
4,"proconsul","noun","prokonsul"
3,"procumbo","verb","lægger forover"
2,"procurator","noun","forvalter"
1,"procuro","verb","bestyrer"
